name,department,title_1,title_2,title_3,title_4,title_5,website,biography,headshot,faculty_page,areas_of_expertise_1,areas_of_expertise_2,areas_of_expertise_3,areas_of_expertise_4,areas_of_expertise_5,areas_of_expertise_6,areas_of_expertise_7,areas_of_expertise_8,areas_of_expertise_9,areas_of_expertise_10,areas_of_expertise_11,areas_of_expertise_12,areas_of_expertise_13,areas_of_expertise_14,areas_of_expertise_15,areas_of_expertise_16,areas_of_expertise_17
Victoria J. Hesford,Cultural Analysis and Theory,Associate Professor,Cultural Analysis and Theory,College of Arts and Sciences,,,https://www.stonybrook.edu/commcms/cat/people/cat_faculty/VictoriaHesford.html,"Victoria Hesford’s research is situated at the intersection of the interdisciplinary fields of American studies, feminist cultural studies, and queer studies, and focuses on how and to what effect political projects and movements are mediated through mass culture in twentieth and twenty-first century American culture. In particular, she looks at how mass culture provides fantasies of collectivity and modes of belonging for feminist and queer political movements in the postwar era.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/HesfordVictoria.jpg,https://www.stonybrook.edu/experts/profile/victoria-hesford,gender,sexuality,queer and feminist theory,queer and feminist history,popular culture,tv and film,,,,,,,,,,,
Jennifer A. Heerwig,Sociology,Assistant professor,Sociology,College of Arts and Sciences,,,http://www.jenheerwig.com,"Heerwig's current research uses an original “big"" data set called the Longitudinal Elite Contributor Dataset (LECD) to study patterns in the donation strategies of elite campaign contributors in federal elections. She has co-authored work in the areas of social demography, public opinion, and public policy including publications on the long-term effects of military service on health outcomes and attitudes toward gay marriage.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/HeerwigJennifer.jpg,https://www.stonybrook.edu/experts/profile/jennifer-heerwig,LGBT,political sociology,social demography,longitudinal elite contributor dataset,campaign finance,elite campaign contributors,federal elections,vietnam war,public opinion,big data,gay marriage,,,,,,
Adrienne Haughton,Dermatology,"Dermatologist, Assistant Vice Chairman and Director of Residency Program, Assistant Clinical Professor Dermatological Surgery and Medical Dermatology",Dermatology,,,,,"Adrienne Haughton specializes in clinical and cosmetic dermatology, skin cancer, dermatologic surgery, medical dermatology, as well as laser procedures. She is an expert in the treatment of alopecia and skin rejuvenation.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/HaughtonAdrienne.jpg,https://www.stonybrook.edu/experts/profile/adrienne-haughton,botox injections,cosmetic fillers,cosmetic injectables,dermatology,skin care,alopecia,skin cancer,acne,eczema,skin damage,,,,,,,
R. Anna Hayward,School of Social Welfare,Assistant Professor,School of Social Welfare,,,,http://socialwelfare.stonybrookmedicine.edu/faculty-staff/hayward,"R. Anna Hayward's research interests include father involvement among families living in poverty, parental incarceration and its impact on families and children, and environmental and ecological justice. She is the principal investigator on a five-year evaluation of a federally funded fatherhood initiative, and recently served as a Fulbright Scholar to Jamaica where she studied environmental justice in the Caribbean.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/HaywardAnnaR.jpg,https://www.stonybrook.edu/experts/profile/anna-hayward,father involvement,children and family services,program evaluation,environmental justice,fatherhood,,,,,,,,,,,,
Sonia Harmand,Anthropology,Associate Professor,Anthropology,College of Arts and Sciences,,,https://www.stonybrook.edu/commcms/anthropology/faculty-and-staff/archaeology.php,"Sonia Harmand is an expert in Early Stone Age archaeology and the evolution of stone tool making. Her research revolves around the central theme of how, when, and why did stone tool manufacture and use originate among hominins.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/SoniaHarmand.jpg,https://www.stonybrook.edu/experts/profile/sonia-harmand,stone tools,paleolithic archeology,archeology,human evolution,Africa,lithic technology,early hominin cognition and behavior,primate archeology,,,,,,,,,
Gilbert N. Hanson,Geosciences,Distinguished Service Professor,Geosciences,College of Arts and Sciences,,,https://www.stonybrook.edu/commcms/geosciences/people/faculty/hanson/,"Gilbert Hanson focuses his research on Long Island’s aquifer system to help address the region’s groundwater problems. In this endeavor, he is currently pursuing studies on the area’s soil, plant, and groundwater chemistry. He is also involved in studies of the geology of Long Island.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/HANSON.jpg,https://www.stonybrook.edu/experts/profile/gilbert-hanson,geology of Long Island,Long Island and groundwater,pine barrens of Long Island,water well system,aquifer system,,,,,,,,,,,,
Lauren Hale,Family Population and Preventive Medicine,Professor,Family Population and Preventive Medicine,School of Medicine,,,,"Lauren Hale is an expert in the social patterns of sleep and how it contributes to a cycle of inequality in health and well-being. Hale suggests that the results raise concerns about public health and social justice, stating that socioeconomic factors matter for sleep. She is researching what factors affect teenagers for determining how much they sleep and the consequences of their sleep patterns on their physical and mental health.   ​Hale is the founding editor-in-chief of the Sleep Health Journal and has published over 65 peer-reviewed articles. Read bio",https://www.stonybrook.edu/far-beyond/faculty-directory/images/Hale09.jpg,https://www.stonybrook.edu/experts/profile/lauren-hale,social determinants of sleep,health disparities,sleep health,women’s health,health in retirement,demographics and health,maternal and child health,,,,,,,,,,
Yusuf A Hannun,Medicine,"Director of Stony Brook Cancer Center, Vice Dean for Cancer Medicine, Joel Strum Kenny Professor in Cancer Research",Medicine,School of Medicine,,,https://www.stonybrook.edu/commcms/biochem/research/faculty/hannun/,Yusuf Hannun focuses on studying basic mechanisms of cancer pathogenesis and therapeutics. He is an expert in cancer genetics and is an internationally recognized leader in the study of bioactive lipids (fatty molecules that play important roles in the behavior of cells) and how disorders in their mechanisms play important roles in cancer. He has received numerous awards and recognitions for his research. Read bio,https://www.stonybrook.edu/far-beyond/faculty-directory/images/HannunYusuf.jpg,https://www.stonybrook.edu/experts/profile/yusuf-hannun,cancer,cancer therapy,targeted therapy,gene therapy,cancer genetics,cancer risk factors,cancer epidemiology,cancer research,,,,,,,,,
Todd R. Griffin,Obstetrics Gynecology and Reproductive Medicine,Chair,Obstetrics Gynecology and Reproductive Medicine,School of Medicine,,,,"Todd Griffin specializes in Minimally Invasive and Robotic Gynecological Surgery (MIS), which centers on performance of laparoscopic and robotic surgeries to treat endometriosis, fibroids, and pelvic organ prolapse. He has received a number of awards and he was one of a team at Stony Brook School of Medicine who received the prestigious Ellison Pierce Safety Award from the American Society of Anesthesiology for their work on Simulation for the Management of Obstetrical Hemorrhage.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/GriffinTodd.jpg,https://www.stonybrook.edu/experts/profile/todd-griffin,hysterectomy,laparoscopic surgery,ultrasound,women's health,women's medicine,obstetrics/gynecology,pregnancy,fertility,,,,,,,,,
Frederick E. Grine,Anthropology,Professor,Anthropology,College of Arts and Sciences,,,https://www.stonybrook.edu/commcms/anthropology/faculty/fgrine.html,"Frederick Grine’s research focuses on the fossil record for human evolution, with particular emphasis on the African evidence. He is particularly interested in the reconstruction of past diets and behaviors, and in the evolutionary (phylogenetic) relationships among the different hominid species. He conducted archaeological excavations at the Middle Stone Age site of Die Kelders, South Africa, and has expertise with the Late Pleistocene record for the emergence of modern humans.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/GrineFrederick.jpg,https://www.stonybrook.edu/experts/profile/frederick-grine,human evolution,first humans,early human diets,human diet evolution,African fossil record,evolution in Africa,South Africa,,,,,,,,,,
Frederick B. Gutman,Neurological Surgery,"Neurosurgeon, Director, Neurosurgery Inpatient Service, Co-director, Neuro-Oncology Center of the Neurosciences Institute, Assistant Professor of Neurological Surgery and Orthopedics",Neurological Surgery,School of Medicine,,,,"Frederick Gutman has expertise in all areas of neurosurgery. He performed the first cortical mapping procedure at Stony Brook University Hospital, and Suffolk County’s first minimally invasive endoscopic procedure to treat a pituitary tumor. His practice includes the treatment of herniated discs, brain aneurysms, cervical spondylosis, spinal stenosis, and spinal and brain tumors. He is expert in the use of stereotactic radiosurgery and image-guided computer assisted surgery.",https://www.stonybrook.edu/far-beyond/faculty-directory/images/GutmanFrederick.jpg,https://www.stonybrook.edu/experts/profile/frederick-gutman,neurosurgery,adult brain tumors,brain aneurysm,brain cancer,cervical disc,degenerative disc disease,glioblastoma,hydrocephalus,spinal tumors,spine surgery,stereotactic brain surgery,,,,,,
